Sample_ID,Participant_ID,Scenario_ID,Scenario_Name,Clean_Text,Intent_ID,Intent_Name,Script_Type,Dataset_Split
S0211,P010,13,Social Evant - Campus Evant,Supiriyak,7,SOCIAL_EVENT,Latin/Romanized,Test
S0212,P010,14,Personal Win - Stipand/Mahapola,Watila kyl,8,PERSONAL_WIN,Latin/Romanized,Test
S0213,P010,15,Personal Win - Internship,Wade set una,8,PERSONAL_WIN,Latin/Romanized,Test
S0214,P010,16,Lectures - Attendance,Heta lec 1t attendance blnwd bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Test
S0215,P010,17,Lectures - Cancellation,Lecturers cancel da,9,LECTURE_MANAGEMENT,Latin/Romanized,Test
S0216,P010,18,Commuting,Thawa payak witharai yai,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Test
S0217,P010,19,Notes - PDF Request,Mata ada lecturer note 1 dahnko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Test
S0218,P010,20,Wi-Fi Password Request ,Ube WiFi password 1 kypn,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Test
S0219,P010,21,Food - Canteen Menu,cantin 1 monwd bn kanna tiyenne,11,FOOD_AND_CANTEEN,Latin/Romanized,Test
S0220,P010,22,Food - Let's Eat,Kamu,11,FOOD_AND_CANTEEN,Latin/Romanized,Test
S0221,P011,1,Academic Stress,Karumayak meka shit,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0222,P011,2,Campus Injustice,Marena eka hoday,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0223,P011,3,Campus Culture/Ragging,Maru,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0224,P011,4,Financial Stress,Pissu wage,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0225,P011,5,Logistics/Food Issues,Kema epa,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0226,P011,6,Group Project Stress,Mukuthma karanne ne nidaganna one mata den one reddak una den lakunu epa mata,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0227,P011,7,Isolation,Mata kauruth ne,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0228,P011,8,Academic Success - Difficult Subject,Wowww,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0229,P011,9,Academic Success - Repeat Subject,Woww,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0230,P011,10,Freedom-Final Paper,Mata natanna one,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0231,P011,11,Lightness-Final Paper,Eeekat iwaray,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0232,P011,12,Social Evant - Batch Trip,Supiri trip eka,7,SOCIAL_EVENT,Latin/Romanized,Train
S0233,P011,13,Social Evant - Campus Evant,Woww,7,SOCIAL_EVENT,Latin/Romanized,Train
S0234,P011,14,Personal Win - Stipand/Mahapola,Ado salli wetila yakoo,8,PERSONAL_WIN,Latin/Romanized,Train
S0235,P011,15,Personal Win - Internship,Ado maru bn,8,PERSONAL_WIN,Latin/Romanized,Train
S0236,P011,16,Lectures - Attendance,Heta ennama onida bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0237,P011,17,Lectures - Cancellation,Sirawatama heta nedda bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0238,P011,18,Commuting,Enna thawa welaa yayda bn,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0239,P011,19,Notes - PDF Request,Samawenna karadarayak una nm mata eda lecture eke dapu pdf eka ewanna puluwanda,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0240,P011,20,Wi-Fi Password Request ,Mcn wi fi pswrd eka poddak diyan,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0241,P011,21,Food - Canteen Menu,Monada bn kanna thiyena kema,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0242,P011,22,Food - Let's Eat,Api monahari kaalaa imu bn,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0265,P013,1,Academic Stress,Aiyoo mata epaa wenawa haloo. Mekata thawa sathiyak wath kal dunna nam mokada wenne,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0266,P013,2,Campus Injustice,E manussyat nam pissu tiyenne,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0267,P013,3,Campus Culture/Ragging,Mn adnw,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0268,P013,4,Financial Stress,Ane mt kiyak hri hmbuna nm,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0269,P013,5,Logistics/Food Issues,Mita wada hodai gedara idgrnma enn tibuna nm,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0270,P013,6,Group Project Stress,Mun okkom mgen kaka inn wenn athi kmti,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0271,P013,7,Isolation,Mata me loke adre krnn kawuruwath nh,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0272,P013,8,Academic Success - Difficult Subject,වාව් මං හිතුවෙ නෑ මට මෙච්චර හොද රිසල්ට් එකක් තියෙයි කියල,5,ACADEMIC_SUCCESS,Sinhala Script,Train
S0273,P013,9,Academic Success - Repeat Subject,මං මහන්සි උන තරමට රිසල්ට් තියනව ඉතින්,5,ACADEMIC_SUCCESS,Sinhala Script,Train
S0274,P013,10,Freedom-Final Paper,අම්මෝ ඇති යන්තන් ඒකත් ඉවරයි,6,FINAL_PAPER_RELIEF,Sinhala Script,Train
S0275,P013,11,Lightness-Final Paper,අම්මෝ ඒ කරදරෙත් ඉවර උනා,6,FINAL_PAPER_RELIEF,Sinhala Script,Train
S0276,P013,12,Social Evant - Batch Trip,මං එහෙම ට්‍රිප් එකක් ගිහින් නෑ,7,SOCIAL_EVENT,Sinhala Script,Train
S0277,P013,13,Social Evant - Campus Evant,හරිම නිදහස්,7,SOCIAL_EVENT,Sinhala Script,Train
S0278,P013,14,Personal Win - Stipand/Mahapola,අනේ හලෝ සල්ලි වැටිලා. මේ පාර නම් මං හොදට ශොපින් කරනව,8,PERSONAL_WIN,Sinhala Script,Train
S0279,P013,15,Personal Win - Internship,මං හොයපු තැනින්ම ජොබ් එක හම්බුනා,8,PERSONAL_WIN,Sinhala Script,Train
S0280,P013,16,Lectures - Attendance,හෙට ආවේ නැති උනාට අවුලක් නෑ නේද,9,LECTURE_MANAGEMENT,Sinhala Script,Train
S0281,P013,17,Lectures - Cancellation,හලෝ හෙට ලෙක්චර්ස් තියනවද,9,LECTURE_MANAGEMENT,Sinhala Script,Train
S0282,P013,18,Commuting,මං එද්දි 8 පහුවෙයි හලෝ අද මේක ටිකක් හිමිට එන්නෙ,3,DAILY_CAMPUS_LOGISTICS,Sinhala Script,Train
S0283,P013,19,Notes - PDF Request,මේ ගිය සතියෙ සෙනසුරාදා උදේ තිබුනු ලෙක්චර් එකේ නෝට් එක මට දාන්නකෝ,10,CAMPUS_RESOURCE_REQUEST,Sinhala Script,Train
S0284,P013,20,Wi-Fi Password Request ,මට ඔයාගෙ වයිෆයි පාස්වර්ඩ් එක දෙන්න පුලුවන්ද,10,CAMPUS_RESOURCE_REQUEST,Sinhala Script,Train
S0285,P013,21,Food - Canteen Menu,අද මොනාද දන්නෙ නෑ නේද තියෙන්නෙ,11,FOOD_AND_CANTEEN,Sinhala Script,Train
S0286,P013,22,Food - Let's Eat,හලෝ අපි කාලා එමුකෝ මට හොදටම බඩගිනී,11,FOOD_AND_CANTEEN,Sinhala Script,Train
S0287,P014,1,Academic Stress,Matanan pissu hadila inne bn,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0288,P014,2,Campus Injustice,Hama magulakatama mama tama waradi,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0289,P014,3,Campus Culture/Ragging,Mungen puduma wadayak thiyenne,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0290,P014,4,Financial Stress,Kochchara karath mase anthima weddi satha paha naha,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0291,P014,5,Logistics/Food Issues,Mona reddawal kanna denawada manda,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0292,P014,6,Group Project Stress,Mama witharada mewa karanna one,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0293,P014,7,Isolation,Thaniyama inna eka sapai,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0294,P014,8,Academic Success - Difficult Subject,Gode goda,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0295,P014,9,Academic Success - Repeat Subject,Supiri,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0296,P014,10,Freedom-Final Paper,Ammo e karadare iwarai,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0297,P014,11,Lightness-Final Paper,Hah,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0298,P014,12,Social Evant - Batch Trip,Ammo mehema athal ekak,7,SOCIAL_EVENT,Latin/Romanized,Train
S0299,P014,13,Social Evant - Campus Evant,Supiri,7,SOCIAL_EVENT,Latin/Romanized,Train
S0300,P014,14,Personal Win - Stipand/Mahapola,Adanan supiri sapak gamu,8,PERSONAL_WIN,Latin/Romanized,Train
S0301,P014,15,Personal Win - Internship,Jiwithema goda tama,8,PERSONAL_WIN,Latin/Romanized,Train
S0302,P014,16,Lectures - Attendance,Heta mona prashna eida dan naha neda bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0303,P014,17,Lectures - Cancellation,Ada clz ndd bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0304,P014,18,Commuting,Ada mata enna payak withara yai bn,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0305,P014,19,Notes - PDF Request,Machan mata iye note tika diyanko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0306,P014,20,Wi-Fi Password Request ,Mata ube password eka diyanko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0307,P014,21,Food - Canteen Menu,Machan ada monawada kanna tibbe,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0308,P014,22,Food - Let's Eat,Machan kanna yamu,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0310,P015,2,Campus Injustice,Paduwe innawa,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0311,P015,3,Campus Culture/Ragging,Mokut nokora paduwe innawa,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0312,P015,4,Financial Stress,Salli pirimahan wada karanawa,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0313,P015,5,Logistics/Food Issues,Kate tiyanna ba canteen eka cama,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0314,P015,6,Group Project Stress,Mata okkoma taniyama karanna ba,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0315,P015,7,Isolation,Mata paduwa inna oni,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0316,P015,8,Academic Success - Difficult Subject,Mn goda bn,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0317,P015,9,Academic Success - Repeat Subject,Yantan goda giya ekat,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0318,P015,10,Freedom-Final Paper,Niwan giya wage,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0319,P015,11,Lightness-Final Paper,Dan mn nidahas,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0320,P015,12,Social Evant - Batch Trip,Eka patta,7,SOCIAL_EVENT,Latin/Romanized,Train
S0321,P015,13,Social Evant - Campus Evant,Supiri,7,SOCIAL_EVENT,Latin/Romanized,Train
S0322,P015,14,Personal Win - Stipand/Mahapola,Niyamai ne,8,PERSONAL_WIN,Latin/Romanized,Train
S0323,P015,15,Personal Win - Internship,Patta,8,PERSONAL_WIN,Latin/Romanized,Train
S0324,P015,16,Lectures - Attendance,Heta lec tiyanawada bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0325,P015,17,Lectures - Cancellation,Heta lec cancal wai da bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0326,P015,18,Commuting,Tawa wela yai bn,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0327,P015,19,Notes - PDF Request,Mata notes tika denna puluwan da bn,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0328,P015,20,Wi-Fi Password Request ,Wifi password eka dipan ko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0329,P015,21,Food - Canteen Menu,Monada bn kanna tiyanne ada,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0330,P015,22,Food - Let's Eat,Mona hari kamuda bn,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0331,P016,1,Academic Stress,Ade aassignment eka karada mn kare na ne redda,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0332,P016,2,Campus Injustice,Ara geni ekka ba bn,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0333,P016,3,Campus Culture/Ragging,Un hithan inne hena weddo kiyala,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0334,P016,4,Financial Stress,Athe sathe na oi,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0335,P016,5,Logistics/Food Issues,Me jarawa kanna ba,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0336,P016,6,Group Project Stress,Arun ekka ba,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0337,P016,7,Isolation,Thopi ekekwath epa,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0338,P016,8,Academic Success - Difficult Subject,Adee arakata A ekak kiyahanko,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0339,P016,9,Academic Success - Repeat Subject,Ade repeat eka goda gihin yakoo,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0340,P016,10,Freedom-Final Paper,Amme ara magula iwarai athiyanthan,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0341,P016,11,Lightness-Final Paper,Ammoo submit kara bn,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0342,P016,12,Social Evant - Batch Trip,Adeee patta bn.aye yanna ona,7,SOCIAL_EVENT,Latin/Romanized,Train
S0343,P016,13,Social Evant - Campus Evant,Athal ekak gamu,7,SOCIAL_EVENT,Latin/Romanized,Train
S0344,P016,14,Personal Win - Stipand/Mahapola,Salli wetila,8,PERSONAL_WIN,Latin/Romanized,Train
S0345,P016,15,Personal Win - Internship,Adee arakata set unata hata idala wedata enna kiwwe,8,PERSONAL_WIN,Latin/Romanized,Train
S0346,P016,16,Lectures - Attendance,Hata yannama onada,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0347,P016,17,Lectures - Cancellation,Hawasa eka nadda bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0348,P016,18,Commuting,Adee ubta kochchiye enna kochchara wela yannawada,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0349,P016,19,Notes - PDF Request,Ara deweni note eka ewapanko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0350,P016,20,Wi-Fi Password Request ,E bn araka ewapanko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0351,P016,21,Food - Canteen Menu,Kanna monnawada thiyenne bn,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0352,P016,22,Food - Let's Eat,Kalama yamu bn,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0353,P017,1,Academic Stress,Ada meka iwr krgnna pluwn weida අද මේක ඉවර කරගන්න පුළුවන් වෙයිද,0,ACADEMIC_STRESS,Mixed Sinhala+Latin,Validation
S0354,P017,2,Campus Injustice,Yaluwta kiynwa යාලුවට කියනවා,1,CAMPUS_SAFETY_INJUSTICE,Mixed Sinhala+Latin,Validation
S0355,P017,3,Campus Culture/Ragging,Muhuna dila na මුහුණ දීල නෑ,1,CAMPUS_SAFETY_INJUSTICE,Mixed Sinhala+Latin,Validation
S0356,P017,4,Financial Stress,මන් ගාව සතයක්වත් නෑ Mn gawa sathykwt na,2,FINANCIAL_STRESS,Mixed Sinhala+Latin,Validation
S0357,P017,5,Logistics/Food Issues,කන්නේ නෑ Kanne na,3,DAILY_CAMPUS_LOGISTICS,Mixed Sinhala+Latin,Validation
S0358,P017,6,Group Project Stress,අනිත් අය එක්ක කේන්තියෙන් වැඩ කිරීම Anith aya ekka kenthiyen wada kirima,0,ACADEMIC_STRESS,Mixed Sinhala+Latin,Validation
S0359,P017,7,Isolation,Mata epa wela tyenne bn මට එපා වෙලා තියෙන්නේ බන්,4,SOCIAL_ISOLATION,Mixed Sinhala+Latin,Validation
S0360,P017,8,Academic Success - Difficult Subject,යාලුවට කියනවා සතුට Yaluwta koyanwa sathuta,5,ACADEMIC_SUCCESS,Mixed Sinhala+Latin,Validation
S0361,P017,9,Academic Success - Repeat Subject,Ade bn eka pass wela kiyla yaluwta kiyanwa අඩේ බන් ඒක පාස් වෙලා කියල යාලුවට කියනවා,5,ACADEMIC_SUCCESS,Mixed Sinhala+Latin,Validation
S0362,P017,10,Freedom-Final Paper,Man dan free මන් දැන් ෆ්‍රී,6,FINAL_PAPER_RELIEF,Mixed Sinhala+Latin,Validation
S0363,P017,11,Lightness-Final Paper,Man komahri eka iwara kra bn kiyla yaluwta kiynwa මම කෝමහ්‍රි ඒක ඉවර කරා බන් කොයලා යාලුවට කියනවා,6,FINAL_PAPER_RELIEF,Mixed Sinhala+Latin,Validation
S0364,P017,12,Social Evant - Batch Trip,Godak sathutui ගොඩක් සතුටුයි,7,SOCIAL_EVENT,Mixed Sinhala+Latin,Validation
S0365,P017,13,Social Evant - Campus Evant,සතුටුයි Sathutui,7,SOCIAL_EVENT,Mixed Sinhala+Latin,Validation
S0366,P017,14,Personal Win - Stipand/Mahapola,Ade mata salli watila අඩේ මට සල්ලි වැටිලා,8,PERSONAL_WIN,Mixed Sinhala+Latin,Validation
S0367,P017,15,Personal Win - Internship,මට ඉන්ටර්න් එකක් හරිගියා බන් Mata intern ekak hrigiya bn,8,PERSONAL_WIN,Mixed Sinhala+Latin,Validation
S0368,P017,16,Lectures - Attendance,Heta ynnama onid bn හෙට යන්නම ඕනි ද බන්,9,LECTURE_MANAGEMENT,Mixed Sinhala+Latin,Validation
S0369,P017,17,Lectures - Cancellation,අද නැද්ද බන් Ada nadda bn,9,LECTURE_MANAGEMENT,Mixed Sinhala+Latin,Validation
S0370,P017,18,Commuting,Mata enna wela yai bn මට එන්න වෙලා යයි බන්,3,DAILY_CAMPUS_LOGISTICS,Mixed Sinhala+Latin,Validation
S0371,P017,19,Notes - PDF Request,මට අරකේ නෝට් ටික දෙන්නකෝ Mata arke note tika dennako,10,CAMPUS_RESOURCE_REQUEST,Mixed Sinhala+Latin,Validation
S0372,P017,20,Wi-Fi Password Request ,Mata wifi password eka dennko මට වයිෆයි පාස්වර්ඩ් එක දෙන්නකෝ,10,CAMPUS_RESOURCE_REQUEST,Mixed Sinhala+Latin,Validation
S0373,P017,21,Food - Canteen Menu,මොනාද බන් කැන්ටින් එකේ තියෙන කෑම Monada bn canteen eke tyena kama,11,FOOD_AND_CANTEEN,Mixed Sinhala+Latin,Validation
S0374,P017,22,Food - Let's Eat,කන්න යමන් Knna ymn,11,FOOD_AND_CANTEEN,Mixed Sinhala+Latin,Validation
S0375,P018,1,Academic Stress,Karaganna bari weida,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0376,P018,2,Campus Injustice,Nihadawa kenthiya palanaya karagannawa,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0378,P018,4,Financial Stress,Job ekak hoyagnna oni,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0380,P018,6,Group Project Stress,Hamoma ekathu wela project eka kramu,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0381,P018,7,Isolation,Dukai,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0382,P018,8,Academic Success - Difficult Subject,Sathutui,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0383,P018,9,Academic Success - Repeat Subject,Sathutui pass unata,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0386,P018,12,Social Evant - Batch Trip,Fun,7,SOCIAL_EVENT,Latin/Romanized,Train
S0387,P018,13,Social Evant - Campus Evant,Fun,7,SOCIAL_EVENT,Latin/Romanized,Train
S0389,P018,15,Personal Win - Internship,Sathutui mn balan hitiya de labuna,8,PERSONAL_WIN,Latin/Romanized,Train
S0390,P018,16,Lectures - Attendance,Heta attendents compulsory da?,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0391,P018,17,Lectures - Cancellation,Lecture eka nadda,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0392,P018,18,Commuting,Mn enna winadi 15k yai,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0393,P018,19,Notes - PDF Request,Lecture eke note eka danna puluwanda,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0394,P018,20,Wi-Fi Password Request ,Wifi password eka kiynnako,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0395,P018,21,Food - Canteen Menu,Lunch ekata canteen eke monada ada thiyenne,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0396,P018,22,Food - Let's Eat,Yamu gihin kala emu,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0397,P019,1,Academic Stress,Mona huttakda bn me,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0398,P019,2,Campus Injustice,Munta pissu,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0400,P019,4,Financial Stress,Gdrta cl ekak denna wei wge,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0401,P019,5,Logistics/Food Issues,Melo rahak nane,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0402,P019,6,Group Project Stress,Api robolada bn,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0404,P019,8,Academic Success - Difficult Subject,Ehma khmda bn une,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0405,P019,9,Academic Success - Repeat Subject,Eka prashnyk iwri,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0406,P019,10,Freedom-Final Paper,Ada hwsta mkda krnne,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0407,P019,11,Lightness-Final Paper,Ekath iwri,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0410,P019,14,Personal Win - Stipand/Mahapola,Me parawath kiyak hri ekthu krnna one,8,PERSONAL_WIN,Latin/Romanized,Train
S0412,P019,16,Lectures - Attendance,Uba hta ynwda,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0413,P019,17,Lectures - Cancellation,Hta lectures tynwda,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0414,P019,18,Commuting,Paya 5 k wath yai,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0415,P019,19,Notes - PDF Request,Me pdf tika ewhnko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0416,P019,20,Wi-Fi Password Request ,Uba password ekakuth dalada tyenne,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0417,P019,21,Food - Canteen Menu,Oke kanna deyak tynwda,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0418,P019,22,Food - Let's Eat,Waren kanna yanna,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0419,P020,1,Academic Stress,Eka winadi pahak aspiyaganna unanam athi.,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0420,P020,2,Campus Injustice,Kohomath wenadene oka,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0421,P020,3,Campus Culture/Ragging,Dan nathuwata passe mathak karala hinawenna hari bariya,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0422,P020,4,Financial Stress,Shoping parak yanna thibbanam....,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0423,P020,5,Logistics/Food Issues,Hamadama ekama widiyata kala epa wela,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0424,P020,6,Group Project Stress,Ai bn bari anik unta poddak hithanna.manussakamak nathi hati.,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0425,P020,7,Isolation,Okkoma ekai,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0426,P020,8,Academic Success - Difficult Subject,Man nam hithuwema na,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0427,P020,9,Academic Success - Repeat Subject,Meka nam heenayak wage,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0428,P020,10,Freedom-Final Paper,Dan ehenam ekath iwarai,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0429,P020,11,Lightness-Final Paper,Me api ada painma yamuda nidahase,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0430,P020,12,Social Evant - Batch Trip,Kawadawat amathaka nowenama gamanak,7,SOCIAL_EVENT,Latin/Romanized,Train
S0431,P020,13,Social Evant - Campus Evant,DJ ekata adinne mokakda lamai,7,SOCIAL_EVENT,Latin/Romanized,Train
S0432,P020,14,Personal Win - Stipand/Mahapola,E monakarannda kiyala hithaganna ba,8,PERSONAL_WIN,Latin/Romanized,Train
S0433,P020,15,Personal Win - Internship,Hinayak wage,8,PERSONAL_WIN,Latin/Romanized,Train
S0434,P020,16,Lectures - Attendance,Me heta ennam onada appa,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0435,P020,17,Lectures - Cancellation,Adath nathi wei wage,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0436,P020,18,Commuting,Thawa winadi pahen othana,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0437,P020,19,Notes - PDF Request,Ada nite eka thiyena kenek dannako lamai,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0438,P020,20,Wi-Fi Password Request ,Pasword eka wada nane balannako,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0439,P020,21,Food - Canteen Menu,Ada monada halo thiyenne,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0440,P020,22,Food - Let's Eat,Okkotama kalin kala emuda?,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0441,P021,1,Academic Stress,hetm gniwid hlo assignment ek.ane mt kr gnn puluwn weid dn na mek.හෙටම ගනීවිද හලෝ එසයිමන්ට් එක.අනේ මට කරගන්න පුළුවන් වෙයිද දන්නෑ මේක,0,ACADEMIC_STRESS,Mixed Sinhala+Latin,Test
S0442,P021,2,Campus Injustice,Ilga sen eke welwt apit me lecturer nh..ඊළඟ සෙම් එකේ වෙලාවට අපිට මේ ලෙච්චරර් නෑ,1,CAMPUS_SAFETY_INJUSTICE,Mixed Sinhala+Latin,Test
S0443,P021,3,Campus Culture/Ragging,accdemic ekk ep wl thiyenne dn.ඇකඩමික් එක්ක එපා වෙලා තියෙන්නේ දැන් නම්.,1,CAMPUS_SAFETY_INJUSTICE,Mixed Sinhala+Latin,Test
S0444,P021,4,Financial Stress,aioo dn mge ithur wd tik kr gnne komd?අයියෝ දැන් මගේ ඉතුරු වැඩ ටික කරගන්නෙ කොහොමද?,2,FINANCIAL_STRESS,Mixed Sinhala+Latin,Test
S0445,P021,5,Logistics/Food Issues,Mew nm katwt knn ba.මේවනම් කාටවත් කන්න බැහැ,3,DAILY_CAMPUS_LOGISTICS,Mixed Sinhala+Latin,Test
S0447,P021,7,Isolation,mt mn witri. මට මං විතරයි,4,SOCIAL_ISOLATION,Mixed Sinhala+Latin,Test
