Sample_ID,Participant_ID,Source_Row,Scenario_ID,Scenario_Name,Raw_Text,Label_Code,Clean_Text,Script_Type,Quality_Flag,Keep_Status,Duplicate_Check,Dataset_Split
S0204,P010,11,6,Group Project Stress,mokuth na,3,mokuth na,Latin/Romanized,OK,KEEP,OK,Train
S0205,P010,11,7,Isolation,Msg krnna,3,Msg krnna,Latin/Romanized,OK,KEEP,OK,Train
S0206,P010,11,8,Academic Success - Difficult Subject,Mata sathutu deyk krnawa,4,Mata sathutu deyk krnawa,Latin/Romanized,OK,KEEP,OK,Train
S0207,P010,11,9,Academic Success - Repeat Subject,Kemathi deyak kranawa/karanwa,4,Kemathi deyak kranawa/karanwa,Latin/Romanized,OK,KEEP,OK,Train
S0208,P010,11,10,Freedom-Final Paper,Hondata nida gamnawa,4,Hondata nida gamnawa,Latin/Romanized,OK,KEEP,OK,Train
S0209,P010,11,11,Lightness-Final Paper,Hinawela,5,Hinawela,Latin/Romanized,OK,KEEP,OK,Train
S0210,P010,11,12,Social Evant - Batch Trip,E athal 1 liyanna ba ,4,E athal 1 liyanna ba,Latin/Romanized,OK,KEEP,OK,Train
S0211,P010,11,13,Social Evant - Campus Evant,Supiriyak,5,Supiriyak,Latin/Romanized,OK,KEEP,OK,Train
S0212,P010,11,14,Personal Win - Stipand/Mahapola,Watila kyl,4,Watila kyl,Latin/Romanized,OK,KEEP,OK,Train
S0213,P010,11,15,Personal Win - Internship,Wade set una,5,Wade set una,Latin/Romanized,OK,KEEP,OK,Train
S0214,P010,11,16,Lectures - Attendance,Heta lec 1t attendance blnwd bn,4,Heta lec 1t attendance blnwd bn,Latin/Romanized,OK,KEEP,OK,Train
S0215,P010,11,17,Lectures - Cancellation,Lecturers cancel da,3,Lecturers cancel da,Latin/Romanized,OK,KEEP,OK,Train
S0216,P010,11,18,Commuting,Thawa payak witharai yai,3,Thawa payak witharai yai,Latin/Romanized,OK,KEEP,OK,Train
S0217,P010,11,19,Notes - PDF Request,Mata ada lecturer note 1 dahnko,4,Mata ada lecturer note 1 dahnko,Latin/Romanized,OK,KEEP,OK,Train
S0218,P010,11,20,Wi-Fi Password Request ,Ube WiFi password 1 kypn,3,Ube WiFi password 1 kypn,Latin/Romanized,OK,KEEP,OK,Train
S0219,P010,11,21,Food - Canteen Menu,cantin 1 monwd bn kanna tiyenne,4,cantin 1 monwd bn kanna tiyenne,Latin/Romanized,OK,KEEP,OK,Train
S0220,P010,11,22,Food - Let's Eat,Kamu,4,Kamu,Latin/Romanized,OK,KEEP,OK,Train
S0221,P011,12,1,Academic Stress,Karumayak meka shit,1,Karumayak meka shit,Latin/Romanized,OK,KEEP,OK,Train
S0222,P011,12,2,Campus Injustice,Marena eka hoday,1,Marena eka hoday,Latin/Romanized,OK,KEEP,OK,Train
S0223,P011,12,3,Campus Culture/Ragging,Maru,1,Maru,Latin/Romanized,OK,KEEP,OK,Train
S0224,P011,12,4,Financial Stress,Pissu wage,4,Pissu wage,Latin/Romanized,OK,KEEP,OK,Train
S0225,P011,12,5,Logistics/Food Issues,Kema epa,5,Kema epa,Latin/Romanized,OK,KEEP,OK,Train
S0226,P011,12,6,Group Project Stress,Mukuthma karanne ne nidaganna one mata den one reddak una den lakunu epa mata,5,Mukuthma karanne ne nidaganna one mata den one reddak una den lakunu epa mata,Latin/Romanized,OK,KEEP,OK,Train
S0227,P011,12,7,Isolation,Mata kauruth ne,1,Mata kauruth ne,Latin/Romanized,OK,KEEP,OK,Train
S0228,P011,12,8,Academic Success - Difficult Subject,Wowww,5,Wowww,Latin/Romanized,OK,KEEP,OK,Train
S0229,P011,12,9,Academic Success - Repeat Subject,Woww,5,Woww,Latin/Romanized,OK,KEEP,CHECK DUPLICATE,Train
S0230,P011,12,10,Freedom-Final Paper,Mata natanna one,5,Mata natanna one,Latin/Romanized,OK,KEEP,OK,Train
S0231,P011,12,11,Lightness-Final Paper,Eeekat iwaray,4,Eeekat iwaray,Latin/Romanized,OK,KEEP,OK,Train
S0232,P011,12,12,Social Evant - Batch Trip,Supiri trip eka,5,Supiri trip eka,Latin/Romanized,OK,KEEP,OK,Train
S0233,P011,12,13,Social Evant - Campus Evant,Woww,5,Woww,Latin/Romanized,OK,KEEP,CHECK DUPLICATE,Train
S0234,P011,12,14,Personal Win - Stipand/Mahapola,Ado salli wetila yakoo ,5,Ado salli wetila yakoo,Latin/Romanized,OK,KEEP,OK,Train
S0235,P011,12,15,Personal Win - Internship,Ado maru bn,5,Ado maru bn,Latin/Romanized,OK,KEEP,OK,Train
S0236,P011,12,16,Lectures - Attendance,Heta ennama onida bn,5,Heta ennama onida bn,Latin/Romanized,OK,KEEP,OK,Train
S0237,P011,12,17,Lectures - Cancellation,Sirawatama heta nedda bn,3,Sirawatama heta nedda bn,Latin/Romanized,OK,KEEP,OK,Train
S0238,P011,12,18,Commuting,Enna thawa welaa yayda bn,2,Enna thawa welaa yayda bn,Latin/Romanized,OK,KEEP,OK,Train
S0239,P011,12,19,Notes - PDF Request,Samawenna karadarayak una nm mata eda lecture eke dapu pdf eka ewanna puluwanda,5,Samawenna karadarayak una nm mata eda lecture eke dapu pdf eka ewanna puluwanda,Latin/Romanized,OK,KEEP,OK,Train
S0240,P011,12,20,Wi-Fi Password Request ,Mcn wi fi pswrd eka poddak diyan,5,Mcn wi fi pswrd eka poddak diyan,Latin/Romanized,OK,KEEP,OK,Train
S0241,P011,12,21,Food - Canteen Menu,Monada bn kanna thiyena kema,3,Monada bn kanna thiyena kema,Latin/Romanized,OK,KEEP,OK,Train
S0242,P011,12,22,Food - Let's Eat,Api monahari kaalaa imu bn,5,Api monahari kaalaa imu bn,Latin/Romanized,OK,KEEP,OK,Train
S0287,P014,15,1,Academic Stress,Matanan pissu hadila inne bn,5,Matanan pissu hadila inne bn,Latin/Romanized,OK,KEEP,OK,Train
S0288,P014,15,2,Campus Injustice,Hama magulakatama mama tama waradi,3,Hama magulakatama mama tama waradi,Latin/Romanized,OK,KEEP,OK,Train
S0289,P014,15,3,Campus Culture/Ragging,Mungen puduma wadayak thiyenne,3,Mungen puduma wadayak thiyenne,Latin/Romanized,OK,KEEP,OK,Train
S0290,P014,15,4,Financial Stress,Kochchara karath mase anthima weddi satha paha naha,2,Kochchara karath mase anthima weddi satha paha naha,Latin/Romanized,OK,KEEP,OK,Train
S0291,P014,15,5,Logistics/Food Issues,Mona reddawal kanna denawada manda,5,Mona reddawal kanna denawada manda,Latin/Romanized,OK,KEEP,OK,Train
S0292,P014,15,6,Group Project Stress,Mama witharada mewa karanna one,5,Mama witharada mewa karanna one,Latin/Romanized,OK,KEEP,OK,Train
S0293,P014,15,7,Isolation,Thaniyama inna eka sapai,5,Thaniyama inna eka sapai,Latin/Romanized,OK,KEEP,OK,Train
S0294,P014,15,8,Academic Success - Difficult Subject,Gode goda,5,Gode goda,Latin/Romanized,OK,KEEP,OK,Train
S0295,P014,15,9,Academic Success - Repeat Subject,Supiri,5,Supiri,Latin/Romanized,OK,KEEP,CHECK DUPLICATE,Train
S0296,P014,15,10,Freedom-Final Paper,Ammo e karadare iwarai,5,Ammo e karadare iwarai,Latin/Romanized,OK,KEEP,OK,Train
S0297,P014,15,11,Lightness-Final Paper,Hah,5,Hah,Latin/Romanized,OK,KEEP,OK,Train
S0298,P014,15,12,Social Evant - Batch Trip,Ammo mehema athal ekak ,5,Ammo mehema athal ekak,Latin/Romanized,OK,KEEP,OK,Train
S0299,P014,15,13,Social Evant - Campus Evant,Supiri,5,Supiri,Latin/Romanized,OK,KEEP,CHECK DUPLICATE,Train
S0300,P014,15,14,Personal Win - Stipand/Mahapola,Adanan supiri sapak gamu,5,Adanan supiri sapak gamu,Latin/Romanized,OK,KEEP,OK,Train
S0301,P014,15,15,Personal Win - Internship,Jiwithema goda tama,5,Jiwithema goda tama,Latin/Romanized,OK,KEEP,OK,Train
S0302,P014,15,16,Lectures - Attendance,Heta mona prashna eida dan naha neda bn,5,Heta mona prashna eida dan naha neda bn,Latin/Romanized,OK,KEEP,OK,Train
S0303,P014,15,17,Lectures - Cancellation,Ada clz ndd bn,5,Ada clz ndd bn,Latin/Romanized,OK,KEEP,OK,Train
S0304,P014,15,18,Commuting,Ada mata enna payak withara yai bn,5,Ada mata enna payak withara yai bn,Latin/Romanized,OK,KEEP,OK,Train
S0305,P014,15,19,Notes - PDF Request,Machan mata iye note tika diyanko,5,Machan mata iye note tika diyanko,Latin/Romanized,OK,KEEP,OK,Train
S0306,P014,15,20,Wi-Fi Password Request ,Mata ube password eka diyanko,5,Mata ube password eka diyanko,Latin/Romanized,OK,KEEP,OK,Train
S0307,P014,15,21,Food - Canteen Menu,Machan ada monawada kanna tibbe,5,Machan ada monawada kanna tibbe,Latin/Romanized,OK,KEEP,OK,Train
S0308,P014,15,22,Food - Let's Eat,Machan kanna yamu,5,Machan kanna yamu,Latin/Romanized,OK,KEEP,OK,Train
S0331,P016,17,1,Academic Stress,Ade aassignment eka karada mn kare na ne redda,1,Ade aassignment eka karada mn kare na ne redda,Latin/Romanized,OK,KEEP,OK,Train
S0332,P016,17,2,Campus Injustice,Ara geni ekka ba bn,2,Ara geni ekka ba bn,Latin/Romanized,OK,KEEP,OK,Train
S0333,P016,17,3,Campus Culture/Ragging,Un hithan inne hena weddo kiyala ,2,Un hithan inne hena weddo kiyala,Latin/Romanized,OK,KEEP,OK,Train
S0334,P016,17,4,Financial Stress,Athe sathe na oi,2,Athe sathe na oi,Latin/Romanized,OK,KEEP,OK,Train
S0335,P016,17,5,Logistics/Food Issues,Me jarawa kanna ba ,2,Me jarawa kanna ba,Latin/Romanized,OK,KEEP,OK,Train
S0336,P016,17,6,Group Project Stress,Arun ekka ba,1,Arun ekka ba,Latin/Romanized,OK,KEEP,OK,Train
S0337,P016,17,7,Isolation,Thopi ekekwath epa ,2,Thopi ekekwath epa,Latin/Romanized,OK,KEEP,OK,Train
S0338,P016,17,8,Academic Success - Difficult Subject,Adee arakata A ekak kiyahanko,5,Adee arakata A ekak kiyahanko,Latin/Romanized,OK,KEEP,OK,Train
S0339,P016,17,9,Academic Success - Repeat Subject,Ade repeat eka goda gihin yakoo,4,Ade repeat eka goda gihin yakoo,Latin/Romanized,OK,KEEP,OK,Train
S0340,P016,17,10,Freedom-Final Paper,Amme ara magula iwarai athiyanthan,4,Amme ara magula iwarai athiyanthan,Latin/Romanized,OK,KEEP,OK,Train
S0341,P016,17,11,Lightness-Final Paper,Ammoo submit kara bn,4,Ammoo submit kara bn,Latin/Romanized,OK,KEEP,OK,Train
S0342,P016,17,12,Social Evant - Batch Trip,Adeee patta bn.aye yanna ona,5,Adeee patta bn.aye yanna ona,Latin/Romanized,OK,KEEP,OK,Train
S0343,P016,17,13,Social Evant - Campus Evant,Athal ekak gamu,5,Athal ekak gamu,Latin/Romanized,OK,KEEP,OK,Train
S0344,P016,17,14,Personal Win - Stipand/Mahapola,Salli wetila,4,Salli wetila,Latin/Romanized,OK,KEEP,OK,Train
S0345,P016,17,15,Personal Win - Internship,Adee arakata set unata hata idala wedata enna kiwwe,4,Adee arakata set unata hata idala wedata enna kiwwe,Latin/Romanized,OK,KEEP,OK,Train
S0346,P016,17,16,Lectures - Attendance,Hata yannama onada,4,Hata yannama onada,Latin/Romanized,OK,KEEP,OK,Train
S0347,P016,17,17,Lectures - Cancellation,Hawasa eka nadda bn,5,Hawasa eka nadda bn,Latin/Romanized,OK,KEEP,OK,Train
S0348,P016,17,18,Commuting,Adee ubta kochchiye enna kochchara wela yannawada,3,Adee ubta kochchiye enna kochchara wela yannawada,Latin/Romanized,OK,KEEP,OK,Train
S0349,P016,17,19,Notes - PDF Request,Ara deweni note eka ewapanko,5,Ara deweni note eka ewapanko,Latin/Romanized,OK,KEEP,OK,Train
S0350,P016,17,20,Wi-Fi Password Request ,E bn araka ewapanko,5,E bn araka ewapanko,Latin/Romanized,OK,KEEP,OK,Train
S0351,P016,17,21,Food - Canteen Menu,Kanna monnawada thiyenne bn,4,Kanna monnawada thiyenne bn,Latin/Romanized,OK,KEEP,OK,Train
S0352,P016,17,22,Food - Let's Eat,Kalama yamu bn,4,Kalama yamu bn,Latin/Romanized,OK,KEEP,OK,Train
S0353,P017,18,1,Academic Stress,"Ada meka iwr krgnna pluwn weida 
අද මේක ඉවර කරගන්න පුළුවන් වෙයිද ",2,Ada meka iwr krgnna pluwn weida අද මේක ඉවර කරගන්න පුළුවන් වෙයිද,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0354,P017,18,2,Campus Injustice,"Yaluwta kiynwa 
යාලුවට කියනවා",3,Yaluwta kiynwa යාලුවට කියනවා,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0355,P017,18,3,Campus Culture/Ragging,Muhuna dila na මුහුණ දීල නෑ,3,Muhuna dila na මුහුණ දීල නෑ,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0356,P017,18,4,Financial Stress,මන් ගාව සතයක්වත් නෑ Mn gawa sathykwt na,1,මන් ගාව සතයක්වත් නෑ Mn gawa sathykwt na,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0357,P017,18,5,Logistics/Food Issues,"කන්නේ නෑ
Kanne na",3,කන්නේ නෑ Kanne na,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0358,P017,18,6,Group Project Stress,"අනිත් අය එක්ක කේන්තියෙන් වැඩ කිරීම
Anith aya ekka kenthiyen wada kirima",1,අනිත් අය එක්ක කේන්තියෙන් වැඩ කිරීම Anith aya ekka kenthiyen wada kirima,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0359,P017,18,7,Isolation,"Mata epa wela tyenne bn
මට එපා වෙලා තියෙන්නේ බන්",1,Mata epa wela tyenne bn මට එපා වෙලා තියෙන්නේ බන්,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0360,P017,18,8,Academic Success - Difficult Subject,"යාලුවට කියනවා සතුට
Yaluwta koyanwa sathuta",5,යාලුවට කියනවා සතුට Yaluwta koyanwa sathuta,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0361,P017,18,9,Academic Success - Repeat Subject,"Ade bn eka pass wela kiyla yaluwta kiyanwa
අඩේ බන් ඒක පාස් වෙලා කියල යාලුවට කියනවා",5,Ade bn eka pass wela kiyla yaluwta kiyanwa අඩේ බන් ඒක පාස් වෙලා කියල යාලුවට කියනවා,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0362,P017,18,10,Freedom-Final Paper,"Man dan free
මන් දැන් ෆ්‍රී",5,Man dan free මන් දැන් ෆ්‍රී,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0363,P017,18,11,Lightness-Final Paper,"Man komahri eka iwara kra bn kiyla yaluwta kiynwa
මම කෝමහ්‍රි ඒක ඉවර කරා බන් කොයලා යාලුවට කියනවා",5,Man komahri eka iwara kra bn kiyla yaluwta kiynwa මම කෝමහ්‍රි ඒක ඉවර කරා බන් කොයලා යාලුවට කියනවා,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0364,P017,18,12,Social Evant - Batch Trip,"Godak sathutui
ගොඩක් සතුටුයි ",5,Godak sathutui ගොඩක් සතුටුයි,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0365,P017,18,13,Social Evant - Campus Evant,"සතුටුයි 
Sathutui",5,සතුටුයි Sathutui,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0366,P017,18,14,Personal Win - Stipand/Mahapola,"Ade mata salli watila
අඩේ මට සල්ලි වැටිලා",5,Ade mata salli watila අඩේ මට සල්ලි වැටිලා,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0367,P017,18,15,Personal Win - Internship,"මට ඉන්ටර්න් එකක් හරිගියා බන්
Mata intern ekak hrigiya bn",5,මට ඉන්ටර්න් එකක් හරිගියා බන් Mata intern ekak hrigiya bn,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0368,P017,18,16,Lectures - Attendance,"Heta ynnama onid bn
හෙට යන්නම ඕනි ද බන්",3,Heta ynnama onid bn හෙට යන්නම ඕනි ද බන්,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0369,P017,18,17,Lectures - Cancellation,"අද නැද්ද බන්
Ada nadda bn",3,අද නැද්ද බන් Ada nadda bn,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0370,P017,18,18,Commuting,"Mata enna wela yai bn
මට එන්න වෙලා යයි බන්",2,Mata enna wela yai bn මට එන්න වෙලා යයි බන්,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0371,P017,18,19,Notes - PDF Request,"මට අරකේ නෝට් ටික දෙන්නකෝ
Mata arke note tika dennako",3,මට අරකේ නෝට් ටික දෙන්නකෝ Mata arke note tika dennako,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0372,P017,18,20,Wi-Fi Password Request ,"Mata wifi password eka dennko
මට වයිෆයි පාස්වර්ඩ් එක දෙන්නකෝ",3,Mata wifi password eka dennko මට වයිෆයි පාස්වර්ඩ් එක දෙන්නකෝ,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0373,P017,18,21,Food - Canteen Menu,"මොනාද බන් කැන්ටින් එකේ තියෙන කෑම
Monada bn canteen eke tyena kama",3,මොනාද බන් කැන්ටින් එකේ තියෙන කෑම Monada bn canteen eke tyena kama,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0374,P017,18,22,Food - Let's Eat,"කන්න යමන්
Knna ymn",3,කන්න යමන් Knna ymn,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0375,P018,19,1,Academic Stress,Karaganna bari weida ,3,Karaganna bari weida,Latin/Romanized,OK,KEEP,OK,Train
S0376,P018,19,2,Campus Injustice,Nihadawa kenthiya palanaya karagannawa,4,Nihadawa kenthiya palanaya karagannawa,Latin/Romanized,OK,KEEP,OK,Train
S0378,P018,19,4,Financial Stress,Job ekak hoyagnna oni,5,Job ekak hoyagnna oni,Latin/Romanized,OK,KEEP,OK,Train
S0380,P018,19,6,Group Project Stress,Hamoma ekathu wela project eka kramu,5,Hamoma ekathu wela project eka kramu,Latin/Romanized,OK,KEEP,OK,Train
S0381,P018,19,7,Isolation,Dukai,2,Dukai,Latin/Romanized,OK,KEEP,OK,Train
S0382,P018,19,8,Academic Success - Difficult Subject,Sathutui,5,Sathutui,Latin/Romanized,OK,KEEP,OK,Train
S0383,P018,19,9,Academic Success - Repeat Subject,Sathutui pass unata,4,Sathutui pass unata,Latin/Romanized,OK,KEEP,OK,Train
S0386,P018,19,12,Social Evant - Batch Trip,Fun,4,Fun,Latin/Romanized,OK,KEEP,CHECK DUPLICATE,Train
S0387,P018,19,13,Social Evant - Campus Evant,Fun,4,Fun,Latin/Romanized,OK,KEEP,CHECK DUPLICATE,Train
S0389,P018,19,15,Personal Win - Internship,Sathutui mn balan hitiya de labuna,5,Sathutui mn balan hitiya de labuna,Latin/Romanized,OK,KEEP,OK,Train
S0390,P018,19,16,Lectures - Attendance,Heta attendents compulsory da?,3,Heta attendents compulsory da?,Latin/Romanized,OK,KEEP,OK,Train
S0391,P018,19,17,Lectures - Cancellation,Lecture eka nadda ,2,Lecture eka nadda,Latin/Romanized,OK,KEEP,OK,Train
S0392,P018,19,18,Commuting,Mn enna winadi 15k yai,4,Mn enna winadi 15k yai,Latin/Romanized,OK,KEEP,OK,Train
S0393,P018,19,19,Notes - PDF Request,Lecture eke note eka danna puluwanda,4,Lecture eke note eka danna puluwanda,Latin/Romanized,OK,KEEP,OK,Train
S0394,P018,19,20,Wi-Fi Password Request ,Wifi password eka kiynnako,3,Wifi password eka kiynnako,Latin/Romanized,OK,KEEP,OK,Train
S0395,P018,19,21,Food - Canteen Menu,Lunch ekata canteen eke monada ada thiyenne,3,Lunch ekata canteen eke monada ada thiyenne,Latin/Romanized,OK,KEEP,OK,Train
S0396,P018,19,22,Food - Let's Eat,Yamu gihin kala emu,4,Yamu gihin kala emu,Latin/Romanized,OK,KEEP,OK,Train
S0397,P019,20,1,Academic Stress,Mona huttakda bn me,3,Mona huttakda bn me,Latin/Romanized,OK,KEEP,OK,Train
S0398,P019,20,2,Campus Injustice,Munta pissu,3,Munta pissu,Latin/Romanized,OK,KEEP,OK,Train
S0400,P019,20,4,Financial Stress,Gdrta cl ekak denna wei wge,3,Gdrta cl ekak denna wei wge,Latin/Romanized,OK,KEEP,OK,Train
S0401,P019,20,5,Logistics/Food Issues,Melo rahak nane,3,Melo rahak nane,Latin/Romanized,OK,KEEP,OK,Train
S0402,P019,20,6,Group Project Stress,Api robolada bn,3,Api robolada bn,Latin/Romanized,OK,KEEP,OK,Train
S0404,P019,20,8,Academic Success - Difficult Subject,Ehma khmda bn une,5,Ehma khmda bn une,Latin/Romanized,OK,KEEP,OK,Train
S0405,P019,20,9,Academic Success - Repeat Subject,Eka prashnyk iwri,3,Eka prashnyk iwri,Latin/Romanized,OK,KEEP,OK,Train
S0406,P019,20,10,Freedom-Final Paper,Ada hwsta mkda krnne,3,Ada hwsta mkda krnne,Latin/Romanized,OK,KEEP,OK,Train
S0407,P019,20,11,Lightness-Final Paper,Ekath iwri,5,Ekath iwri,Latin/Romanized,OK,KEEP,OK,Train
S0410,P019,20,14,Personal Win - Stipand/Mahapola,Me parawath kiyak hri ekthu krnna one,3,Me parawath kiyak hri ekthu krnna one,Latin/Romanized,OK,KEEP,OK,Train
S0412,P019,20,16,Lectures - Attendance,Uba hta ynwda,3,Uba hta ynwda,Latin/Romanized,OK,KEEP,OK,Train
S0413,P019,20,17,Lectures - Cancellation,Hta lectures tynwda,3,Hta lectures tynwda,Latin/Romanized,OK,KEEP,OK,Train
S0414,P019,20,18,Commuting,Paya 5 k wath yai,3,Paya 5 k wath yai,Latin/Romanized,OK,KEEP,OK,Train
S0415,P019,20,19,Notes - PDF Request,Me pdf tika ewhnko,3,Me pdf tika ewhnko,Latin/Romanized,OK,KEEP,OK,Train
S0416,P019,20,20,Wi-Fi Password Request ,Uba password ekakuth dalada tyenne,3,Uba password ekakuth dalada tyenne,Latin/Romanized,OK,KEEP,OK,Train
S0417,P019,20,21,Food - Canteen Menu,Oke kanna deyak tynwda,3,Oke kanna deyak tynwda,Latin/Romanized,OK,KEEP,OK,Train
S0418,P019,20,22,Food - Let's Eat,Waren kanna yanna,3,Waren kanna yanna,Latin/Romanized,OK,KEEP,OK,Train
S0419,P020,21,1,Academic Stress,Eka winadi pahak aspiyaganna unanam athi.,4,Eka winadi pahak aspiyaganna unanam athi.,Latin/Romanized,OK,KEEP,OK,Train
S0420,P020,21,2,Campus Injustice,Kohomath wenadene oka,1,Kohomath wenadene oka,Latin/Romanized,OK,KEEP,OK,Train
S0421,P020,21,3,Campus Culture/Ragging,Dan nathuwata passe mathak karala hinawenna hari bariya,4,Dan nathuwata passe mathak karala hinawenna hari bariya,Latin/Romanized,OK,KEEP,OK,Train
S0422,P020,21,4,Financial Stress,Shoping parak yanna thibbanam....,3,Shoping parak yanna thibbanam....,Latin/Romanized,OK,KEEP,OK,Train
S0423,P020,21,5,Logistics/Food Issues,Hamadama ekama widiyata kala epa wela,1,Hamadama ekama widiyata kala epa wela,Latin/Romanized,OK,KEEP,OK,Train
S0424,P020,21,6,Group Project Stress,Ai bn bari anik unta poddak hithanna.manussakamak nathi hati.,2,Ai bn bari anik unta poddak hithanna.manussakamak nathi hati.,Latin/Romanized,OK,KEEP,OK,Train
S0425,P020,21,7,Isolation,Okkoma ekai,2,Okkoma ekai,Latin/Romanized,OK,KEEP,OK,Train
S0426,P020,21,8,Academic Success - Difficult Subject,Man nam hithuwema na,5,Man nam hithuwema na,Latin/Romanized,OK,KEEP,OK,Train
S0427,P020,21,9,Academic Success - Repeat Subject,Meka nam heenayak wage,4,Meka nam heenayak wage,Latin/Romanized,OK,KEEP,OK,Train
S0428,P020,21,10,Freedom-Final Paper,Dan ehenam ekath iwarai,4,Dan ehenam ekath iwarai,Latin/Romanized,OK,KEEP,OK,Train
S0429,P020,21,11,Lightness-Final Paper,Me api ada painma yamuda nidahase,5,Me api ada painma yamuda nidahase,Latin/Romanized,OK,KEEP,OK,Train
S0430,P020,21,12,Social Evant - Batch Trip,Kawadawat amathaka nowenama gamanak,5,Kawadawat amathaka nowenama gamanak,Latin/Romanized,OK,KEEP,OK,Train
S0431,P020,21,13,Social Evant - Campus Evant,DJ ekata adinne mokakda lamai,5,DJ ekata adinne mokakda lamai,Latin/Romanized,OK,KEEP,OK,Train
S0432,P020,21,14,Personal Win - Stipand/Mahapola,E monakarannda kiyala hithaganna ba,4,E monakarannda kiyala hithaganna ba,Latin/Romanized,OK,KEEP,OK,Train
S0433,P020,21,15,Personal Win - Internship,Hinayak wage,4,Hinayak wage,Latin/Romanized,OK,KEEP,OK,Train
S0434,P020,21,16,Lectures - Attendance,Me heta ennam onada appa,2,Me heta ennam onada appa,Latin/Romanized,OK,KEEP,OK,Train
S0435,P020,21,17,Lectures - Cancellation,Adath nathi wei wage,3,Adath nathi wei wage,Latin/Romanized,OK,KEEP,OK,Train
S0436,P020,21,18,Commuting,Thawa winadi pahen othana,3,Thawa winadi pahen othana,Latin/Romanized,OK,KEEP,OK,Train
S0437,P020,21,19,Notes - PDF Request,Ada nite eka thiyena kenek dannako lamai,3,Ada nite eka thiyena kenek dannako lamai,Latin/Romanized,OK,KEEP,OK,Train
S0438,P020,21,20,Wi-Fi Password Request ,Pasword eka wada nane balannako,2,Pasword eka wada nane balannako,Latin/Romanized,OK,KEEP,OK,Train
S0439,P020,21,21,Food - Canteen Menu,Ada monada halo thiyenne,2,Ada monada halo thiyenne,Latin/Romanized,OK,KEEP,OK,Train
S0440,P020,21,22,Food - Let's Eat,Okkotama kalin kala emuda?,3,Okkotama kalin kala emuda?,Latin/Romanized,OK,KEEP,OK,Train
S0441,P021,22,1,Academic Stress,hetm gniwid hlo assignment ek.ane mt kr gnn puluwn weid dn na mek.හෙටම ගනීවිද හලෝ එසයිමන්ට් එක.අනේ මට කරගන්න පුළුවන් වෙයිද දන්නෑ මේක,3,hetm gniwid hlo assignment ek.ane mt kr gnn puluwn weid dn na mek.හෙටම ගනීවිද හලෝ එසයිමන්ට් එක.අනේ මට කරගන්න පුළුවන් වෙයිද දන්නෑ මේක,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0442,P021,22,2,Campus Injustice,Ilga sen eke welwt apit me lecturer nh..ඊළඟ සෙම් එකේ වෙලාවට අපිට මේ ලෙච්චරර් නෑ,2,Ilga sen eke welwt apit me lecturer nh..ඊළඟ සෙම් එකේ වෙලාවට අපිට මේ ලෙච්චරර් නෑ,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0443,P021,22,3,Campus Culture/Ragging,accdemic ekk ep wl thiyenne dn.ඇකඩමික් එක්ක එපා වෙලා තියෙන්නේ දැන් නම්.,2,accdemic ekk ep wl thiyenne dn.ඇකඩමික් එක්ක එපා වෙලා තියෙන්නේ දැන් නම්.,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0444,P021,22,4,Financial Stress,aioo dn mge ithur wd tik kr gnne komd?අයියෝ දැන් මගේ ඉතුරු වැඩ ටික කරගන්නෙ කොහොමද?,3,aioo dn mge ithur wd tik kr gnne komd?අයියෝ දැන් මගේ ඉතුරු වැඩ ටික කරගන්නෙ කොහොමද?,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0445,P021,22,5,Logistics/Food Issues,Mew nm katwt knn ba.මේවනම් කාටවත් කන්න බැහැ,3,Mew nm katwt knn ba.මේවනම් කාටවත් කන්න බැහැ,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0447,P021,22,7,Isolation,mt mn witri.    මට මං විතරයි,2,mt mn witri. මට මං විතරයි,Mixed Sinhala+Latin,OK,KEEP,OK,Train
